league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,expected_npxg/sh,expected_g-xg,expected_np:g-xg
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26.0,1997.0,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,10,61,15,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,49,22,18,55.0,814,651,163,30,0,1,10,133,0,971,97,407,426,145,8,971,10,4,40.0,6,60.0,402,1698,826,7,1,11,1,516,0.05,-0.2,-0.2
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,26.0,1998.0,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,100.0,57,49,8,1,0,0,0,7,0,68,6,26,33,9,1,68,0,0,,0,,33,202,79,2,0,2,1,42,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24.0,2000.0,23,14,1354,15.0,1,2,3,1,0,0,5,1,1.1,1.1,1.3,2.3,16,27,33,0.07,0.13,0.2,0.07,0.2,0.07,0.09,0.16,0.07,0.16,57,19,18,51.4,416,333,82,11,2,4,37,58,13,626,60,246,220,163,12,626,24,8,33.3,14,58.3,259,1503,585,12,3,23,17,292,0.15,-0.1,-0.1
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28.0,1995.0,18,16,1541,17.1,0,2,2,0,0,0,0,0,1.1,1.1,0.5,1.6,2,42,4,0.0,0.12,0.12,0.0,0.12,0.06,0.03,0.09,0.06,0.09,44,44,22,66.7,774,710,60,28,1,1,0,0,0,982,248,609,327,48,24,982,0,0,,0,,430,1965,1002,4,0,3,0,573,0.11,-1.1,-1.1
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27.0,1997.0,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,6,1,6,14.3,43,43,0,0,0,0,4,0,0,70,3,11,19,40,6,70,7,1,14.3,3,42.9,41,330,139,2,2,4,2,43,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,28.0,1995.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,100.0,255,185,70,19,0,0,0,0,0,272,248,271,1,0,0,272,0,0,,0,,143,699,384,0,0,0,0,131,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27.0,1997.0,22,10,857,9.5,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,29,23,0.11,0.11,0.21,0.11,0.21,0.16,0.07,0.23,0.16,0.23,27,3,9,25.0,319,282,37,3,10,1,9,4,0,390,7,74,183,138,18,390,8,4,50.0,4,50.0,179,910,467,9,0,12,5,264,0.09,-0.5,-0.5
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,31.0,1993.0,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.0,0.27,0.27,0.0,0.27,0.01,0.18,0.18,0.01,0.18,8,6,4,60.0,127,98,28,4,1,0,12,20,4,172,28,87,50,38,5,172,0,0,,0,,53,278,136,2,0,2,2,75,0.03,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25.0,1999.0,35,35,3122,34.7,0,2,2,0,0,0,6,0,1.3,1.3,0.5,1.8,3,80,8,0.0,0.06,0.06,0.0,0.06,0.04,0.01,0.05,0.04,0.05,110,114,85,57.3,1579,1473,100,30,0,14,8,63,0,2022,393,1169,730,129,51,2022,2,1,50.0,1,50.0,897,4023,2069,2,0,12,4,1162,0.06,-1.3,-1.3
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,26.0,1997.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,2,2,0,0,0,0,0,0,0,3,1,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,1,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,25.0,1999.0,26,5,661,7.3,3,1,4,3,0,0,3,0,2.1,2.1,0.3,2.5,9,13,31,0.41,0.14,0.54,0.41,0.54,0.29,0.05,0.34,0.29,0.34,12,32,23,58.2,122,121,0,0,0,0,3,0,0,188,12,28,61,101,28,188,6,2,33.3,3,50.0,101,529,211,2,7,21,16,161,0.15,0.9,0.9
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23.0,2001.0,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,17,10,4,71.4,236,211,25,2,1,0,5,23,0,268,18,100,122,47,2,268,2,1,50.0,1,50.0,118,555,222,7,0,4,2,163,0.08,-0.1,-0.1
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",23.0,2000.0,32,12,1181,13.1,0,4,4,0,0,0,2,0,1.2,1.2,2.3,3.5,39,44,57,0.0,0.3,0.3,0.0,0.3,0.09,0.17,0.26,0.09,0.26,75,7,18,28.0,393,372,19,2,1,3,13,8,7,553,24,125,229,215,38,553,50,25,50.0,18,36.0,311,2356,1217,21,12,25,22,338,0.07,-1.2,-1.2
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26.0,1998.0,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13,53,7,8,46.7,421,411,10,2,2,3,7,0,3,534,32,161,281,103,8,534,11,4,36.4,4,36.4,254,1506,791,10,1,10,6,345,0.04,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23.0,2000.0,25,25,2205,24.5,1,0,1,1,0,0,5,0,1.3,1.3,0.3,1.6,11,69,11,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,61,83,40,67.5,1121,1041,78,30,0,0,1,23,0,1404,276,746,568,95,22,1404,6,4,66.7,1,16.7,619,2881,1268,11,0,10,2,851,0.13,-0.3,-0.3
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",22.0,2002.0,10,5,474,5.3,2,0,2,2,0,0,1,0,2.0,2.0,0.2,2.2,13,10,36,0.38,0.0,0.38,0.38,0.38,0.37,0.05,0.42,0.37,0.42,23,5,3,62.5,131,129,1,0,0,1,13,1,0,220,10,53,68,101,18,220,18,5,27.8,11,61.1,127,862,305,3,5,11,10,133,0.17,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24.0,1999.0,30,25,1959,21.8,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.5,26,59,20,0.05,0.05,0.09,0.05,0.09,0.03,0.04,0.07,0.03,0.07,107,13,22,37.1,783,719,64,23,1,5,10,41,0,1017,61,286,530,217,15,1017,53,28,52.8,19,35.8,481,2609,1329,23,3,23,17,594,0.05,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",20.0,2004.0,13,12,869,9.7,2,3,5,2,0,0,3,0,1.7,1.7,1.4,3.1,23,28,44,0.21,0.31,0.52,0.21,0.52,0.18,0.14,0.32,0.18,0.32,43,8,17,32.0,248,210,37,8,4,0,21,2,13,406,5,52,202,167,23,406,66,30,45.5,28,42.4,205,1537,793,25,9,24,30,262,0.05,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28.0,1995.0,19,14,1237,13.7,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.7,4,51,4,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,68,7,22,24.1,551,510,40,27,1,6,20,2,11,739,61,223,398,122,5,739,12,5,41.7,6,50.0,310,1489,569,5,0,25,10,394,0.04,-0.4,-0.4
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24.0,2000.0,33,32,2743,30.5,1,2,3,1,0,0,5,1,1.0,1.0,4.9,5.8,52,59,137,0.03,0.07,0.1,0.03,0.1,0.03,0.16,0.19,0.03,0.19,113,34,23,59.6,1284,970,307,61,3,5,161,166,80,1562,117,534,520,527,42,1562,38,13,34.2,18,47.4,708,3804,2073,31,11,37,16,835,0.06,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21.0,2003.0,37,32,2593,28.8,12,2,14,10,2,2,12,0,9.3,7.8,1.9,9.7,61,30,110,0.42,0.07,0.49,0.35,0.42,0.32,0.07,0.39,0.27,0.34,68,55,74,42.6,357,350,5,0,8,1,5,2,0,682,29,78,291,335,92,680,86,40,46.5,37,43.0,445,3283,1586,46,30,104,60,537,0.12,2.7,2.2
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25.0,1998.0,15,12,1187,13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,15,15,50.0,562,547,13,9,0,2,0,1,0,694,147,407,278,9,3,694,0,0,,0,,368,2118,1249,3,0,4,0,442,0.03,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,28.0,1996.0,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,,16,16,0,0,0,0,0,0,0,22,4,7,2,13,3,22,1,0,0.0,1,100.0,9,49,14,0,0,0,0,9,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,31.0,1992.0,11,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0,100.0,66,64,1,1,0,1,1,0,0,87,9,34,33,20,2,87,0,0,,0,,46,184,27,0,0,2,3,50,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",26.0,1998.0,18,7,702,7.8,2,0,2,2,0,0,1,0,1.7,1.7,0.7,2.4,20,14,33,0.26,0.0,0.26,0.26,0.26,0.22,0.09,0.31,0.22,0.31,32,1,10,9.1,228,218,10,0,3,1,9,2,3,317,7,41,161,126,21,317,34,17,50.0,15,44.1,174,1238,584,16,5,19,15,222,0.13,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",20.0,2003.0,31,30,2583,28.7,3,2,5,3,0,0,5,0,2.9,2.9,3.5,6.4,97,75,159,0.1,0.07,0.17,0.1,0.17,0.1,0.12,0.22,0.1,0.22,110,6,26,18.8,885,807,70,1,4,2,81,8,5,1259,17,200,516,567,92,1259,137,51,37.2,68,49.6,779,6035,2976,39,37,80,58,893,0.06,0.1,0.1
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32.0,1991.0,33,31,2751,30.6,1,1,2,1,0,0,10,0,0.4,0.4,1.2,1.6,22,120,13,0.03,0.03,0.07,0.03,0.07,0.01,0.04,0.05,0.01,0.05,157,18,24,42.9,1445,1388,50,49,2,5,15,0,0,1683,97,498,953,248,6,1683,29,17,58.6,9,31.0,852,4649,2101,24,3,17,13,1137,0.03,0.6,0.6
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",28.0,1995.0,20,13,992,11.0,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,19,47,0.36,0.0,0.36,0.36,0.36,0.31,0.02,0.33,0.31,0.33,42,6,11,35.3,201,190,11,1,0,0,14,0,6,318,17,80,125,119,33,318,12,4,33.3,6,50.0,179,1003,407,8,7,24,17,193,0.16,0.6,0.6
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,"FW,DF",29.0,1994.0,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0.0,0.1,0.1,0.0,0.1,0.05,0.16,0.21,0.05,0.21,50,8,21,27.6,253,244,9,1,0,1,46,8,0,350,21,69,129,160,18,350,24,9,37.5,14,58.3,216,1458,696,13,10,17,13,220,0.07,-0.5,-0.5
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20.0,2004.0,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31,38,14,13,51.9,197,186,11,1,2,2,30,9,1,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,24,15,18,12,216,0.03,-0.4,-0.4
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20.0,2004.0,32,27,2182,24.2,2,3,5,2,0,0,4,0,1.3,1.3,4.6,5.8,73,128,89,0.08,0.12,0.21,0.08,0.21,0.05,0.19,0.24,0.05,0.24,92,19,24,44.2,1063,928,130,28,11,8,89,14,36,1268,18,183,655,445,35,1268,60,34,56.7,23,38.3,732,4494,2038,45,12,38,38,851,0.04,0.7,0.7
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,FW,31.0,1993.0,23,9,744,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2.0,14,15,48,0.12,0.24,0.36,0.12,0.36,0.1,0.15,0.24,0.1,0.24,29,6,14,30.0,206,198,8,1,0,0,15,6,0,272,15,49,114,109,16,272,10,0,0.0,8,80.0,174,816,389,5,6,11,10,188,0.11,0.2,0.2
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25.0,1999.0,31,25,2171,24.1,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,34,105,23,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,140,21,11,65.6,1234,1220,11,8,3,1,10,3,0,1441,73,386,903,166,18,1441,45,27,60.0,14,31.1,847,3904,2011,19,4,24,22,1013,0.04,-0.3,-0.3
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23.0,2001.0,19,12,1125,12.5,1,0,1,1,0,0,4,0,0.6,0.6,0.0,0.6,3,32,2,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,44,23,21,52.3,648,597,51,21,1,3,1,4,0,806,152,451,325,35,10,806,0,0,,0,,468,2318,1106,6,0,10,2,484,0.15,0.4,0.4
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31.0,1993.0,22,19,1714,19.0,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,3,32,0,0.05,0.0,0.05,0.05,0.05,0.02,0.0,0.03,0.02,0.03,62,13,22,37.1,1072,1010,58,29,2,3,0,1,0,1210,234,689,503,20,8,1210,2,1,50.0,1,50.0,789,3430,1820,3,1,4,3,878,0.21,0.6,0.6
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31.0,1993.0,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,,53,46,7,0,0,0,0,0,0,55,40,55,0,0,0,55,1,0,0.0,1,100.0,44,176,107,0,0,0,0,35,,0.0,0.0
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"FW,MF",19.0,2004.0,31,14,1523,16.9,5,2,7,5,0,0,8,0,3.9,3.9,3.1,7.0,39,54,74,0.3,0.12,0.41,0.3,0.41,0.23,0.18,0.41,0.23,0.41,79,18,36,33.3,572,501,67,24,7,4,43,10,26,874,26,128,452,307,39,874,83,28,33.7,49,59.0,479,2997,1347,26,9,58,39,528,0.11,1.1,1.1
ENG-Premier League,2425,Leicester City,Hamza Choudhury,BAN,"MF,DF",26.0,1997.0,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,2,0,0,,84,81,3,0,0,0,5,3,0,100,4,19,61,20,3,100,4,3,75.0,1,25.0,63,246,130,2,2,1,0,71,,0.0,0.0
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28.0,1996.0,22,17,1538,17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09,106,8,6,57.1,1045,981,61,35,4,2,34,5,16,1158,49,275,746,151,1,1158,12,3,25.0,8,66.7,696,3268,1522,13,0,13,8,827,0.02,-0.2,-0.2
ENG-Premier League,2425,Leicester City,Jake Evans,,FW,,,4,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,5,0,1,3,1,0,5,0,0,,0,,1,1,0,0,0,0,1,3,,0.0,0.0
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23.0,2000.0,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,0,100.0,386,286,100,42,0,1,0,0,0,411,309,406,6,0,0,411,0,0,,0,,221,983,595,0,0,1,0,225,,0.0,0.0
ENG-Premier League,2425,Leicester City,James Justin,ENG,DF,26.0,1998.0,36,34,2912,32.4,2,2,4,2,0,0,6,0,1.5,1.5,0.8,2.3,39,91,96,0.06,0.06,0.12,0.06,0.12,0.05,0.03,0.07,0.05,0.07,88,69,55,55.6,1541,1268,270,22,1,2,57,248,0,1948,151,692,881,387,38,1948,30,9,30.0,13,43.3,866,3649,1788,27,4,31,15,1077,0.06,0.5,0.5
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37.0,1987.0,35,35,2823,31.4,9,4,13,8,1,2,5,0,11.2,9.6,3.0,12.6,29,22,120,0.29,0.13,0.41,0.26,0.38,0.36,0.1,0.45,0.31,0.4,39,50,55,47.6,389,335,47,0,1,1,11,0,0,586,30,61,272,260,111,584,23,11,47.8,10,43.5,285,1504,717,13,16,34,14,382,0.17,-2.2,-1.6
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31.0,1992.0,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,3,32,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,46,26,19,57.8,959,890,68,26,0,2,0,0,0,1092,196,572,497,28,10,1092,4,4,100.0,0,0.0,672,2932,1458,3,0,2,0,757,0.03,-0.1,-0.1
ENG-Premier League,2425,Leicester City,Jeremy Monga,,"FW,MF",,,7,0,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,3,10,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.14,0.13,0.14,10,0,1,0.0,29,28,1,1,0,0,4,0,0,51,1,9,16,27,5,51,7,2,28.6,3,42.9,37,336,157,2,3,5,2,32,0.05,-0.2,-0.2
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",32.0,1991.0,30,19,1638,18.2,5,0,5,4,1,1,5,0,3.2,2.4,1.1,3.5,49,46,86,0.27,0.0,0.27,0.22,0.22,0.17,0.06,0.24,0.13,0.19,93,37,80,31.6,540,490,49,13,3,2,60,5,28,798,21,103,407,312,55,797,64,26,40.6,32,50.0,479,3374,1540,37,11,63,40,540,0.08,1.8,1.6
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,FW,22.0,2001.0,18,9,852,9.5,1,1,2,1,0,0,3,0,1.0,1.0,0.7,1.7,19,14,71,0.11,0.11,0.21,0.11,0.21,0.11,0.08,0.18,0.11,0.18,45,13,17,43.3,252,241,7,0,0,0,21,7,0,379,21,76,141,169,30,379,25,6,24.0,15,60.0,224,1455,575,11,9,20,16,243,0.08,0.0,0.0
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23.0,2001.0,14,13,1110,12.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,5,37,16,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,42,13,11,54.2,629,518,108,20,0,0,29,80,8,775,50,294,366,120,8,775,6,3,50.0,3,50.0,371,1457,585,8,2,12,4,431,0.07,-0.4,-0.4
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24.0,2000.0,27,27,2385,26.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4,1,80.0,1073,840,229,86,0,2,0,0,0,1147,831,1106,43,0,0,1147,1,1,100.0,0,0.0,734,3625,1904,0,0,1,0,625,,0.0,0.0
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,18.0,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26.0,1998.0,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,1,1,1,50.0,8,8,0,0,0,0,0,0,0,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,1,7,2,13,,0.0,0.0
ENG-Premier League,2425,Leicester City,Olabade Aluko,,DF,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,5,4,1,1,0,0,0,0,0,6,0,0,6,1,0,6,1,0,0.0,1,100.0,2,1,0,0,0,0,1,2,,0.0,0.0
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23.0,2000.0,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.4,0.4,0.3,0.6,16,35,19,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,46,12,6,66.7,502,497,4,3,2,0,5,1,0,612,29,141,383,92,9,612,12,7,58.3,5,41.7,347,1392,644,7,3,12,7,419,0.07,-0.4,-0.4
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",25.0,1998.0,23,6,736,8.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,11,8,36,0.12,0.0,0.12,0.12,0.12,0.15,0.01,0.16,0.15,0.16,18,10,28,26.3,147,138,9,0,2,0,3,6,0,252,11,46,114,97,29,252,15,2,13.3,10,66.7,141,714,321,7,6,20,12,167,0.08,-0.3,-0.3
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,30.0,1993.0,10,4,388,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,18,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,19,4,2,66.7,248,207,40,6,0,1,3,34,0,296,17,90,166,41,5,296,9,6,66.7,2,22.2,151,453,186,3,2,3,1,172,0.05,-0.1,-0.1
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26.0,1998.0,30,16,1615,17.9,4,1,5,4,0,0,2,0,1.8,1.8,2.6,4.4,91,57,138,0.22,0.06,0.28,0.22,0.28,0.1,0.15,0.25,0.1,0.25,83,9,15,37.5,613,588,20,2,6,0,69,11,7,863,23,132,327,421,61,863,95,35,36.8,47,49.5,583,4343,2355,40,27,39,35,623,0.07,2.2,2.2
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21.0,2002.0,30,29,2482,27.6,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,40,70,78,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,99,22,42,34.4,1321,1067,246,40,1,2,97,189,17,1614,115,577,722,329,17,1614,18,8,44.4,9,50.0,816,3948,1866,26,5,15,13,887,0.11,-0.3,-0.3
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27.0,1996.0,28,28,2324,25.8,0,5,5,0,0,0,8,0,2.0,2.0,1.9,3.9,18,70,75,0.0,0.19,0.19,0.0,0.19,0.08,0.07,0.15,0.08,0.15,127,61,59,50.8,1045,1020,22,13,4,4,30,9,0,1400,119,461,699,253,61,1400,33,13,39.4,18,54.5,670,2727,1101,23,2,37,33,834,0.09,-2.0,-2.0
ENG-Premier League,2425,Leicester City,Will Alves,ENG,FW,19.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,0,,1,5,5,0,0,0,0,1,,0.0,0.0
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26.0,1998.0,34,30,2815,31.3,1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,12,86,1,0.03,0.0,0.03,0.03,0.03,0.05,0.0,0.05,0.05,0.05,90,45,36,55.6,1564,1507,54,27,2,7,5,6,0,1906,318,962,885,68,27,1906,6,5,83.3,1,16.7,1107,5050,2928,13,2,17,6,1268,0.13,-0.5,-0.5
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,MLI,DF,25.0,1999.0,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,14,0,3,0.0,57,44,13,0,0,0,0,13,0,76,8,27,31,20,4,76,1,0,0.0,1,100.0,48,288,169,2,1,4,0,36,0.02,0.0,0.0
