league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,expected_npxg/sh,expected_g-xg,expected_np:g-xg
ENG-Premier League,2425,Bournemouth,Marcos Senesi,ARG,DF,27.0,1997.0,17,13,1106,12.3,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.1,12,62,7,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,71,32,29,52.5,735,699,31,23,0,2,11,6,0,889,73,391,427,82,16,889,10,6,60.0,4,40.0,554,2862,1677,16,0,7,6,565,0.28,-0.8,-0.8
ENG-Premier League,2425,Bournemouth,Marcus Tavernier,ENG,"FW,MF",25.0,1999.0,29,20,1939,21.5,3,5,8,3,0,0,6,0,5.5,5.5,4.0,9.5,53,128,129,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44,119,26,33,44.1,934,804,125,34,5,9,108,29,49,1196,20,135,468,622,58,1196,65,28,43.1,31,47.7,705,4335,2068,51,9,46,47,790,0.1,-2.5,-2.5
ENG-Premier League,2425,Bournemouth,Mark Travers,IRL,GK,25.0,1999.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,100.0,142,95,47,8,0,0,0,0,0,162,144,159,3,0,0,162,0,0,,0,,85,426,188,0,0,0,0,68,,0.0,0.0
ENG-Premier League,2425,Bournemouth,Max Aarons,ENG,DF,24.0,2000.0,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,,63,51,12,2,0,0,2,10,0,73,2,19,40,15,0,73,2,0,0.0,1,50.0,41,152,68,0,0,1,0,40,,0.0,0.0
ENG-Premier League,2425,Bournemouth,Milos Kerkez,HUN,DF,20.0,2003.0,38,38,3336,37.1,2,5,7,2,0,0,4,0,0.6,0.5,3.9,4.4,106,159,197,0.05,0.13,0.19,0.05,0.19,0.02,0.1,0.12,0.01,0.12,169,28,49,36.4,1776,1466,305,18,2,3,142,279,7,2158,112,552,900,731,69,2158,48,22,45.8,16,33.3,1094,6388,3711,73,16,49,22,1196,0.03,1.4,1.5
ENG-Premier League,2425,Bournemouth,Neto,BRA,GK,35.0,1989.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,,62,42,19,4,0,0,0,0,0,70,60,70,0,0,0,70,0,0,,0,,35,148,99,0,0,0,0,28,,0.0,0.0
ENG-Premier League,2425,Bournemouth,Philip Billing,DEN,MF,28.0,1996.0,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82,14,6,4,60.0,102,91,10,1,1,1,10,1,6,148,5,20,72,57,12,148,3,1,33.3,0,0.0,58,254,163,1,1,7,4,75,0.11,-0.6,-0.6
ENG-Premier League,2425,Bournemouth,Remy Rees-Dottin,ENG,FW,18.0,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0.0,0.0
ENG-Premier League,2425,Bournemouth,Ryan Christie,SCO,MF,29.0,1995.0,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,182,20,28,41.7,1056,990,60,21,8,9,48,3,26,1376,74,256,773,372,46,1376,48,23,47.9,22,45.8,726,3802,1773,40,8,44,25,777,0.06,0.2,0.2
ENG-Premier League,2425,Bournemouth,Tyler Adams,USA,MF,25.0,1999.0,28,21,1965,21.8,0,3,3,0,0,0,7,0,1.6,1.6,1.0,2.6,14,76,10,0.0,0.14,0.14,0.0,0.14,0.07,0.05,0.12,0.07,0.12,114,31,18,63.3,1069,1025,38,34,2,1,3,4,0,1337,62,349,779,224,18,1337,18,4,22.2,10,55.6,663,3337,1447,22,1,28,12,757,0.18,-1.6,-1.6
ENG-Premier League,2425,Bournemouth,Zain Silcott-Duberry,MSR,FW,19.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,2,2,0,0,0,0,0,0,0,3,0,1,0,2,0,3,0,0,,0,,1,6,6,0,0,0,0,2,,0.0,0.0
ENG-Premier League,2425,Brentford,Ben Mee,ENG,DF,34.0,1989.0,7,2,183,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,5,50.0,120,108,12,5,0,1,0,4,0,138,18,66,62,11,3,138,0,0,,0,,78,404,274,1,1,0,0,86,,0.0,0.0
ENG-Premier League,2425,Brentford,Bryan Mbeumo,CMR,FW,24.0,1999.0,38,38,3414,37.9,20,7,27,15,5,6,3,0,12.3,7.5,8.3,15.9,130,141,351,0.53,0.18,0.71,0.4,0.58,0.32,0.22,0.54,0.2,0.42,156,34,74,31.5,1319,1162,149,40,13,9,202,17,87,1781,62,246,567,998,168,1775,111,52,46.8,47,42.3,1077,6721,3519,69,75,106,47,1204,0.1,7.7,7.5
ENG-Premier League,2425,Brentford,Christian Nørgaard,DEN,MF,30.0,1994.0,34,34,2819,31.3,5,4,9,5,0,0,8,1,4.3,4.3,1.3,5.6,14,154,42,0.16,0.13,0.29,0.16,0.29,0.14,0.04,0.18,0.14,0.18,193,49,30,62.0,1427,1391,30,19,4,5,17,10,0,1802,176,613,855,350,57,1802,14,7,50.0,5,35.7,826,3115,1391,16,4,34,20,1075,0.11,0.7,0.7
ENG-Premier League,2425,Brentford,Edmond-Paris Maghoma,ENG,"MF,FW",23.0,2001.0,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,7,1,3,25.0,84,83,1,1,0,0,3,0,0,101,2,18,58,27,4,101,4,3,75.0,1,25.0,68,414,221,3,1,2,0,75,0.12,-0.1,-0.1
ENG-Premier League,2425,Brentford,Ethan Pinnock,JAM,DF,31.0,1993.0,22,21,1913,21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,50,63,43,59.4,1080,954,126,15,0,0,9,39,0,1348,294,783,457,109,24,1348,9,3,33.3,6,66.7,633,3117,1633,4,0,2,4,760,0.11,0.9,0.9
ENG-Premier League,2425,Brentford,Fabio Carvalho,POR,"FW,MF",21.0,2002.0,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62,30,2,6,25.0,178,163,14,4,2,0,10,1,7,247,4,44,91,113,22,247,14,2,14.3,10,71.4,137,698,356,3,0,13,8,145,0.21,-0.5,-0.5
ENG-Premier League,2425,Brentford,Frank Onyeka,NGA,MF,26.0,1998.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,,7,7,0,0,0,0,0,0,0,10,0,1,5,4,0,10,0,0,,0,,6,55,14,0,0,2,1,6,,0.0,0.0
ENG-Premier League,2425,Brentford,Gustavo Nunes,BRA,"FW,MF",18.0,2005.0,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,1,1,0,0,0,0,0,0,0,7,1,4,1,2,1,7,0,0,,0,,1,16,11,0,1,1,0,1,,0.0,0.0
ENG-Premier League,2425,Brentford,Hákon Rafn Valdimarsson,ISL,GK,22.0,2001.0,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100.0,70,50,20,4,0,0,0,0,0,72,60,71,1,0,0,72,0,0,,0,,44,191,80,0,0,0,0,36,,0.0,0.0
ENG-Premier League,2425,Brentford,Jayden Meghoma,ENG,DF,18.0,2006.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,,3,3,0,0,0,0,0,0,0,3,1,2,0,1,0,3,0,0,,0,,1,1,0,0,0,0,0,2,,0.0,0.0
ENG-Premier League,2425,Brentford,Keane Lewis-Potter,ENG,"DF,FW",23.0,2001.0,38,36,3093,34.4,1,3,4,1,0,0,7,0,3.1,3.1,3.2,6.3,98,98,156,0.03,0.09,0.12,0.03,0.12,0.09,0.09,0.18,0.09,0.18,146,27,35,43.5,1273,1112,153,8,5,9,78,139,5,1613,102,504,625,505,74,1613,101,41,40.6,50,49.5,868,6085,3211,69,35,51,20,966,0.11,-2.1,-2.1
ENG-Premier League,2425,Brentford,Kevin Schade,GER,FW,22.0,2001.0,38,26,2293,25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47,83,90,80,52.9,541,483,57,0,1,4,38,54,0,883,43,154,238,507,146,883,89,30,33.7,52,58.4,434,3086,1357,28,38,60,36,543,0.15,2.8,2.8
ENG-Premier League,2425,Brentford,Kim Jisoo,KOR,DF,19.0,2004.0,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,28,27,1,1,0,0,0,0,0,30,1,15,12,3,0,30,0,0,,0,,15,57,22,0,0,0,1,22,,0.0,0.0
ENG-Premier League,2425,Brentford,Kristoffer Ajer,NOR,DF,26.0,1998.0,24,17,1438,16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,27,56,44,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,42,27,23,54.0,644,570,73,2,0,3,14,71,0,795,53,265,368,168,38,795,16,7,43.8,8,50.0,387,2098,1180,11,2,15,12,491,0.11,-1.0,-1.0
ENG-Premier League,2425,Brentford,Mads Roerslev,DEN,DF,25.0,1999.0,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26,39,10,14,41.7,536,471,63,2,0,1,31,61,0,645,49,234,268,146,20,645,19,7,36.8,8,42.1,352,1630,858,13,0,9,6,406,0.04,-0.2,-0.2
ENG-Premier League,2425,Brentford,Mark Flekken,NED,GK,31.0,1993.0,37,37,3275,36.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.01,0.01,0.0,0.01,39,4,0,100.0,1717,1367,343,131,0,5,0,0,0,1824,1436,1777,52,0,0,1824,1,1,100.0,0,0.0,1122,5725,3253,0,0,3,0,1015,,0.0,0.0
ENG-Premier League,2425,Brentford,Mathias Jensen,DEN,MF,28.0,1996.0,24,8,862,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,6,61,27,0.0,0.21,0.21,0.0,0.21,0.03,0.17,0.2,0.03,0.2,48,8,5,61.5,486,404,78,15,2,5,33,44,14,573,27,126,243,207,9,573,17,9,52.9,6,35.3,300,1296,598,12,0,9,7,350,0.04,-0.2,-0.2
ENG-Premier League,2425,Brentford,Michael Kayode,ITA,DF,20.0,2004.0,12,6,528,5.9,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.5,12,12,24,0.0,0.17,0.17,0.0,0.17,0.04,0.21,0.25,0.04,0.25,34,9,4,69.2,241,183,58,0,0,0,10,58,0,313,23,101,121,97,13,313,18,9,50.0,8,44.4,144,944,500,7,3,13,3,143,0.1,-0.2,-0.2
ENG-Premier League,2425,Brentford,Mikkel Damsgaard,DEN,"MF,FW",24.0,2000.0,38,34,2911,32.3,2,10,12,2,0,0,2,0,2.8,2.8,8.4,11.2,73,234,137,0.06,0.31,0.37,0.06,0.37,0.09,0.26,0.35,0.09,0.35,179,12,27,30.8,1529,1368,153,33,27,5,144,9,60,1883,36,331,863,713,76,1883,97,50,51.5,36,37.1,1076,5883,3075,54,9,63,47,1239,0.08,-0.8,-0.8
ENG-Premier League,2425,Brentford,Nathan Collins,IRL,DF,23.0,2001.0,38,38,3420,38.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,32,127,18,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11,162,117,69,62.9,1985,1897,83,69,3,6,8,11,0,2435,385,1275,1002,169,69,2435,12,6,50.0,5,41.7,1289,6994,4130,12,1,20,8,1490,0.15,-0.5,-0.5
ENG-Premier League,2425,Brentford,Rico Henry,ENG,DF,27.0,1997.0,5,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,66.7,49,39,10,0,0,0,2,10,0,66,6,22,29,16,1,66,3,0,0.0,2,66.7,30,149,60,1,0,3,2,27,,0.0,0.0
ENG-Premier League,2425,Brentford,Ryan Trevitt,ENG,MF,21.0,2003.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,,7,6,0,0,0,0,0,0,0,7,1,2,4,1,0,7,0,0,,0,,4,7,2,0,0,0,0,4,,0.0,0.0
ENG-Premier League,2425,Brentford,Sepp van den Berg,NED,DF,22.0,2001.0,31,29,2586,28.7,0,0,0,0,0,0,3,0,2.0,2.0,0.8,2.8,12,79,28,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,97,94,77,55.0,1278,1177,100,18,0,2,7,61,0,1605,282,819,621,169,48,1605,7,4,57.1,3,42.9,737,3762,1974,10,1,15,7,917,0.1,-2.0,-2.0
ENG-Premier League,2425,Brentford,Thiago,BRA,"FW,MF",23.0,2001.0,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,12,7,5,58.3,56,55,1,0,0,0,2,0,0,83,7,15,34,36,4,83,5,3,60.0,2,40.0,45,159,53,3,1,6,2,51,0.06,-0.1,-0.1
ENG-Premier League,2425,Brentford,Vitaly Janelt,GER,MF,26.0,1998.0,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,107,19,11,63.3,1057,1033,18,12,3,6,30,6,0,1289,118,418,574,306,32,1289,12,3,25.0,7,58.3,651,3005,1278,18,3,16,10,814,0.06,0.2,0.2
ENG-Premier League,2425,Brentford,Yehor Yarmoliuk,UKR,MF,20.0,2004.0,31,15,1450,16.1,0,0,0,0,0,0,6,0,0.6,0.6,0.9,1.5,15,63,47,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,113,8,10,44.4,760,752,7,3,4,9,16,4,0,960,61,277,501,203,15,960,27,13,48.1,11,40.7,520,2790,908,19,3,26,21,599,0.07,-0.6,-0.6
ENG-Premier League,2425,Brentford,Yoane Wissa,COD,FW,27.0,1996.0,35,34,2919,32.4,19,4,23,19,0,0,5,0,18.5,18.5,2.6,21.1,60,67,154,0.59,0.12,0.71,0.59,0.71,0.57,0.08,0.65,0.57,0.65,81,30,36,45.5,588,552,33,4,5,1,20,2,1,925,34,136,376,432,163,925,49,15,30.6,24,49.0,550,3469,1662,26,34,77,35,658,0.21,0.5,0.5
ENG-Premier League,2425,Brentford,Yunus Emre Konak,TUR,"FW,MF",18.0,2006.0,10,0,42,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,2,5,9,35.7,36,35,1,0,0,0,0,1,0,53,0,9,27,17,0,53,2,0,0.0,2,100.0,17,67,41,1,1,3,3,28,0.15,-0.2,-0.2
ENG-Premier League,2425,Brighton,Adam Webster,ENG,DF,29.0,1995.0,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,35,24,6,80.0,725,650,73,30,0,3,2,0,0,824,119,389,399,43,15,824,3,1,33.3,2,66.7,476,2600,1475,6,0,5,1,552,0.05,-0.2,-0.2
ENG-Premier League,2425,Brighton,Bart Verbruggen,NED,GK,21.0,2002.0,36,36,3240,36.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,59,10,1,90.9,1315,1164,145,62,0,0,0,0,0,1406,1109,1392,14,0,0,1406,2,2,100.0,0,0.0,955,3507,1804,1,1,2,0,909,,0.0,0.0
ENG-Premier League,2425,Brighton,Billy Gilmour,SCO,MF,23.0,2001.0,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,5,0,0,,67,65,2,1,1,2,1,0,1,73,2,14,46,13,0,73,2,1,50.0,1,50.0,44,210,117,0,0,0,0,58,0.08,-0.1,-0.1
ENG-Premier League,2425,Brighton,Brajan Gruda,GER,"MF,FW",20.0,2004.0,21,8,687,7.6,1,4,5,1,0,0,0,0,1.2,1.2,2.1,3.3,22,26,57,0.13,0.52,0.66,0.13,0.66,0.16,0.28,0.43,0.16,0.43,26,3,5,37.5,251,211,40,7,2,2,29,10,17,344,4,38,120,192,46,344,30,13,43.3,12,40.0,202,1447,662,19,13,14,21,222,0.11,-0.2,-0.2
ENG-Premier League,2425,Brighton,Carlos Baleba,CMR,MF,20.0,2004.0,34,31,2661,29.6,3,1,4,3,0,0,8,1,3.1,3.1,1.3,4.4,43,118,29,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15,197,39,26,60.0,1314,1289,23,10,7,3,9,3,0,1697,94,410,994,339,12,1697,57,33,57.9,20,35.1,971,5692,2810,45,3,39,42,1035,0.07,-0.1,-0.1
ENG-Premier League,2425,Brighton,Danny Welbeck,ENG,FW,33.0,1990.0,30,24,2115,23.5,10,4,14,9,1,1,5,0,9.6,8.8,1.4,10.1,21,47,95,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43,46,17,32,34.7,491,472,18,2,0,0,3,2,0,726,18,58,318,356,102,725,37,13,35.1,21,56.8,448,2065,890,23,8,49,28,547,0.15,0.4,0.2
ENG-Premier League,2425,Brighton,Diego Gómez,PAR,MF,21.0,2003.0,16,4,516,5.7,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,8,27,23,0.17,0.0,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28,32,10,4,71.4,302,283,19,2,4,2,12,1,6,403,21,87,212,109,10,403,12,6,50.0,6,50.0,193,746,365,4,0,10,9,247,0.09,0.1,0.1
ENG-Premier League,2425,Brighton,Eiran Cashin,IRL,DF,22.0,2001.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,66.7,28,28,0,0,0,0,1,0,0,32,2,10,20,2,0,32,1,0,0.0,1,100.0,21,133,99,0,0,0,0,25,,0.0,0.0
ENG-Premier League,2425,Brighton,Evan Ferguson,IRL,FW,19.0,2004.0,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,0.35,10,4,9,30.8,58,52,5,0,0,0,0,0,0,88,7,13,50,26,9,88,2,1,50.0,1,50.0,42,183,56,1,2,5,6,52,0.08,0.5,0.5
ENG-Premier League,2425,Brighton,Ferdi Kadioglu,TUR,"DF,MF",24.0,1999.0,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.0,0.23,0.23,0.23,0.1,0.04,0.14,0.1,0.14,14,3,1,75.0,175,157,17,2,1,0,9,15,0,231,13,71,91,72,9,231,7,3,42.9,3,42.9,124,479,183,0,0,6,2,144,0.11,0.6,0.6
ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,"MF,FW",22.0,2002.0,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,66,25,46,35.2,355,344,9,0,12,0,9,0,0,641,20,83,246,326,79,641,71,27,38.0,34,47.9,361,2467,1405,36,16,45,37,411,0.09,0.4,0.4
ENG-Premier League,2425,Brighton,Harry Howell,ENG,FW,15.0,2008.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,9,9,0,0,0,0,0,0,0,12,1,1,7,4,3,12,0,0,,0,,9,48,8,0,1,0,0,10,,0.0,0.0
ENG-Premier League,2425,Brighton,Igor,BRA,DF,26.0,1998.0,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,42,8,6,57.1,730,680,48,12,3,4,4,11,0,816,109,385,381,54,1,816,6,5,83.3,1,16.7,530,2962,1837,14,0,1,0,606,0.05,0.0,0.0
ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,"MF,DF",19.0,2005.0,26,22,1842,20.5,5,2,7,5,0,0,5,0,2.7,2.7,1.5,4.2,19,68,54,0.24,0.1,0.34,0.24,0.34,0.13,0.07,0.21,0.13,0.21,63,20,16,55.6,1046,927,118,27,0,8,27,75,8,1199,50,322,560,323,35,1199,11,2,18.2,8,72.7,590,2435,1189,20,2,18,3,762,0.15,2.3,2.3
ENG-Premier League,2425,Brighton,Jakub Moder,POL,MF,25.0,1999.0,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,1.45,2,0,1,0.0,22,22,0,0,0,0,1,0,0,27,2,7,12,9,1,27,0,0,,0,,13,93,62,3,0,0,0,14,,0.0,0.0
ENG-Premier League,2425,Brighton,James Milner,ENG,MF,38.0,1986.0,4,3,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,2,0,1,0.0,74,63,11,4,2,0,8,0,6,93,3,13,49,31,4,93,1,1,100.0,0,0.0,47,223,97,1,0,0,0,59,0.08,-0.2,-0.2
ENG-Premier League,2425,Brighton,Jan Paul van Hecke,NED,DF,24.0,2000.0,34,33,2958,32.9,1,1,2,1,0,0,8,1,1.3,1.3,1.5,2.8,55,228,5,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,131,82,50,62.1,2286,2146,138,104,4,19,11,8,0,2589,272,1094,1350,166,33,2589,11,5,45.5,4,36.4,1715,10633,7191,46,0,12,7,1820,0.08,-0.3,-0.3
ENG-Premier League,2425,Brighton,Jason Steele,ENG,GK,33.0,1990.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,50.0,112,104,8,6,0,0,0,0,0,114,107,114,0,0,0,114,0,0,,0,,91,361,151,0,0,0,0,83,,0.0,0.0
ENG-Premier League,2425,Brighton,Jeremy Sarmiento,ECU,MF,22.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,,6,6,0,0,0,0,0,0,0,8,0,0,6,2,0,8,0,0,,0,,6,61,10,0,0,1,0,7,,0.0,0.0
ENG-Premier League,2425,Brighton,João Pedro,BRA,"FW,MF",22.0,2001.0,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,59,41,43,48.8,661,631,26,5,10,3,22,9,4,940,12,60,387,508,122,935,86,29,33.7,47,54.7,616,3821,1821,39,30,72,38,732,0.12,1.1,0.0
ENG-Premier League,2425,Brighton,Joël Veltman,NED,DF,32.0,1992.0,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,68,21,18,53.8,929,756,170,42,2,3,24,128,0,1133,65,332,558,253,10,1133,15,4,26.7,5,33.3,548,2917,1521,25,3,19,7,626,0.08,-0.5,-0.5
ENG-Premier League,2425,Brighton,Julio Enciso,PAR,"MF,FW",20.0,2004.0,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38,15,6,5,54.5,150,134,16,4,0,1,20,0,12,202,2,17,72,116,20,202,21,10,47.6,8,38.1,114,678,386,10,4,7,9,141,0.05,-1.0,-1.0
ENG-Premier League,2425,Brighton,Kaoru Mitoma,JPN,"FW,MF",27.0,1997.0,36,28,2603,28.9,10,4,14,10,0,0,1,0,9.2,9.2,4.6,13.8,146,89,291,0.35,0.14,0.48,0.35,0.48,0.32,0.16,0.48,0.32,0.48,99,26,27,49.1,988,965,19,0,9,1,75,19,0,1375,17,155,468,782,164,1375,131,52,39.7,74,56.5,830,6659,3906,82,56,53,23,966,0.16,0.8,0.8
